contrast_scope,replicate,cell_type,gene,ctrl_cpm,stim_cpm,log2fc_stim_vs_ctrl,ctrl_n_cells,stim_n_cells
by_cell_type,patient_101,B cells,TYROBP,313.1360576170346,247.90059186266305,-0.33642281941904617,106,141
by_cell_type,patient_101,B cells,VIM,6158.342466468347,3098.7573982832882,-0.9907366487327138,106,141
by_cell_type,patient_101,CD14+ Monocytes,ACTB,22744.442356586533,8303.376142048315,-1.4536889481620197,207,269
by_cell_type,patient_101,CD14+ Monocytes,ACTG1,3673.777740281554,1443.2907028023894,-1.3475990655123198,207,269
by_cell_type,patient_101,CD14+ Monocytes,ANXA1,4390.893019438809,6911.313349993541,0.6543856006952282,207,269
by_cell_type,patient_101,CD14+ Monocytes,APOBEC3A,210.91625857566333,14827.139210733807,6.132058777733293,207,269
by_cell_type,patient_101,CD14+ Monocytes,BST2,540.7125901667005,2732.897673361932,2.336428062191235,207,269
by_cell_type,patient_101,CD14+ Monocytes,C15orf48,8647.566601602195,9860.259168682373,0.18932108855272212,207,269
by_cell_type,patient_101,CD14+ Monocytes,CCR7,99.70586769031357,109.13772289709426,0.1297772797979082,207,269
by_cell_type,patient_101,CD14+ Monocytes,CD63,9253.471489874102,6203.031801396072,-0.5769828480905037,207,269
by_cell_type,patient_101,CD14+ Monocytes,CD74,3815.666859687,4597.148164481685,0.2687718141594697,207,269
by_cell_type,patient_101,CD14+ Monocytes,CREM,176.40268899055476,425.41438925193887,1.2676074935356088,207,269
by_cell_type,patient_101,CD14+ Monocytes,CST3,3612.420283241361,4378.872718687497,0.2775588166023599,207,269
by_cell_type,patient_101,CD14+ Monocytes,CTSS,1188.8007301537386,2037.979927568189,0.7773801856039633,207,269
by_cell_type,patient_101,CD14+ Monocytes,CXCL10,7.669682130024121,36534.40956491913,12.126708069404344,207,269
by_cell_type,patient_101,CD14+ Monocytes,CXCL16,513.8687027116162,247.23035186892778,-1.0540322249884353,207,269
by_cell_type,patient_101,CD14+ Monocytes,EMP3,6028.370154198959,5156.200581770882,-0.22543937845730078,207,269
by_cell_type,patient_101,CD14+ Monocytes,FCER1G,9510.40584122991,7503.775274292052,-0.34187000308948257,207,269
by_cell_type,patient_101,CD14+ Monocytes,FCGR3A,766.9682130024121,596.916525233087,-0.3613698533620511,207,269
by_cell_type,patient_101,CD14+ Monocytes,FTH1,270248.9195335299,129715.75191436474,-1.0589322756471589,207,269
by_cell_type,patient_101,CD14+ Monocytes,FTL,193122.59603400735,127570.86156436676,-0.5982162143040561,207,269
by_cell_type,patient_101,CD14+ Monocytes,GAPDH,9893.889947731117,3710.682578501205,-1.4147317798246206,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DMA,360.4750601111337,387.550281308049,0.10434443632468948,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DPA1,1085.2600213984133,1588.065233176086,0.5490190656925886,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DPB1,1369.0382602093057,1443.2907028023894,0.07617204845038472,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DQA1,383.48410650120604,354.14077429873447,-0.11468818004203918,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DQB1,755.4636898073759,621.4168303732511,-0.28159528102040454,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DRA,6446.367830285273,5280.92940793899,-0.2876699616853653,207,269
by_cell_type,patient_101,CD14+ Monocytes,HLA-DRB1,2822.4430238488762,2864.3084009319027,0.021238643606942276,207,269
by_cell_type,patient_101,CD14+ Monocytes,HSP90AA1,1721.8436381904153,3240.7221799035133,0.912164903399832,207,269
by_cell_type,patient_101,CD14+ Monocytes,HSP90AB1,878.1786038877619,1298.5161724286932,0.5640119227112326,207,269
by_cell_type,patient_101,CD14+ Monocytes,HSPA8,1461.074445769595,1258.4247640175154,-0.2153312480027374,207,269
by_cell_type,patient_101,CD14+ Monocytes,IFI6,184.0723711205789,4741.922694855381,4.68336574143506,207,269
by_cell_type,patient_101,CD14+ Monocytes,IFIT1,11.504523195036182,6024.847764013061,8.971322598688907,207,269
by_cell_type,patient_101,CD14+ Monocytes,IFIT2,15.339364260048242,3830.9568037347376,7.918234798917317,207,269
by_cell_type,patient_101,CD14+ Monocytes,IFIT3,19.174205325060303,6200.804500928784,8.300122557272191,207,269
by_cell_type,patient_101,CD14+ Monocytes,IFITM3,161.06332473050654,9717.711938775965,5.9105192506186945,207,269
by_cell_type,patient_101,CD14+ Monocytes,IRF7,302.95244413595276,2561.3955373807835,3.077669304379805,207,269
by_cell_type,patient_101,CD14+ Monocytes,ISG15,318.29180839600104,55983.19724527479,7.456248398892031,207,269
by_cell_type,patient_101,CD14+ Monocytes,ISG20,172.56784792554274,11145.41153830734,6.00903306848584,207,269
by_cell_type,patient_101,CD14+ Monocytes,LGALS1,6814.5125725264315,4824.332812145024,-0.49823736690568055,207,269
by_cell_type,patient_101,CD14+ Monocytes,LTB,80.53166236525327,28.95490607473929,-1.4599777852042939,207,269
by_cell_type,patient_101,CD14+ Monocytes,LY6E,69.02713917021708,5597.206074293835,6.331115697044509,207,269
by_cell_type,patient_101,CD14+ Monocytes,MS4A7,506.19902058159204,915.4204920552193,0.8540933280833052,207,269
by_cell_type,patient_101,CD14+ Monocytes,MX1,30.678728520096485,3242.949480370801,6.700823061893093,207,269
by_cell_type,patient_101,CD14+ Monocytes,OAS1,46.01809278014473,2703.9427672871925,5.8613956083782375,207,269
by_cell_type,patient_101,CD14+ Monocytes,PFN1,13383.595316892091,4960.19814064957,-1.4319045481317367,207,269
by_cell_type,patient_101,CD14+ Monocytes,PLSCR1,540.7125901667005,2931.1274149505316,2.4374344547168896,207,269
by_cell_type,patient_101,CD14+ Monocytes,PSAP,4831.8997419151965,3285.268189249266,-0.5565090992385322,207,269
by_cell_type,patient_101,CD14+ Monocytes,RGCC,697.941073832195,51.227910747615674,-3.75512357484902,207,269
by_cell_type,patient_101,CD14+ Monocytes,RSAD2,7.669682130024121,7220.908114946523,9.787784516443068,207,269
by_cell_type,patient_101,CD14+ Monocytes,S100A10,8582.374303496992,5681.843492050764,-0.5949748265627051,207,269
by_cell_type,patient_101,CD14+ Monocytes,S100A11,11493.018671841146,9249.978840645561,-0.31322058588112256,207,269
by_cell_type,patient_101,CD14+ Monocytes,S100A6,7949.625527770001,4345.463211678182,-0.8713016776338325,207,269
by_cell_type,patient_101,CD14+ Monocytes,SAT1,4137.793509148014,13506.350033632238,1.7065833820393106,207,269
by_cell_type,patient_101,CD14+ Monocytes,SH3BGRL3,9851.706696015985,4659.512577565739,-1.080113046637857,207,269
by_cell_type,patient_101,CD14+ Monocytes,SOD2,3831.0062239470485,9508.345694850927,1.3113585697268988,207,269
by_cell_type,patient_101,CD14+ Monocytes,TIMP1,27346.251634601005,9258.888042514713,-1.5623807203124347,207,269
by_cell_type,patient_101,CD14+ Monocytes,TNFSF10,15.339364260048242,5721.934900461942,8.496970903719507,207,269
by_cell_type,patient_101,CD14+ Monocytes,TYMP,2435.1240762826583,5815.481520088023,1.2557312059446772,207,269
by_cell_type,patient_101,CD14+ Monocytes,TYROBP,7685.021494284169,7472.5930677500255,-0.04043766671673232,207,269
by_cell_type,patient_101,CD14+ Monocytes,VIM,9134.59141685873,4459.055535509851,-1.0345192361149813,207,269
by_cell_type,patient_101,CD4 T cells,ACTB,16830.839875573987,11265.204570586067,-0.5792124841532953,353,467
by_cell_type,patient_101,CD4 T cells,ACTG1,4740.038512812916,4204.294139329156,-0.17301578489116842,353,467
by_cell_type,patient_101,CD4 T cells,ANXA1,14997.77810694712,16195.171396977514,0.11081139666812234,353,467
by_cell_type,patient_101,CD4 T cells,APOBEC3A,18.515775440675455,287.96535200884625,3.92312936841983,353,467
by_cell_type,patient_101,CD4 T cells,BST2,814.6941193897201,3340.398083302617,2.035020423402596,353,467
by_cell_type,patient_101,CD4 T cells,C15orf48,351.79973337283366,195.8164393660155,-0.8436223950973112,353,467
by_cell_type,patient_101,CD4 T cells,CCR7,7628.499481558288,8362.513822336896,0.1325290827395449,353,467
by_cell_type,patient_101,CD4 T cells,CD63,981.3360983557992,691.1168448212311,-0.5055092027802921,353,467
by_cell_type,patient_101,CD4 T cells,CD74,3258.7764775588803,2937.2465904902324,-0.14984178341108745,353,467
by_cell_type,patient_101,CD4 T cells,CREM,9609.687453710561,8949.963140434944,-0.10260223573482818,353,467
by_cell_type,patient_101,CD4 T cells,CST3,92.57887720337727,207.33505344636933,1.1589132866685823,353,467
by_cell_type,patient_101,CD4 T cells,CTSS,629.5363649829654,1612.6059712495392,1.3563342110482548,353,467
by_cell_type,patient_101,CD4 T cells,CXCL10,18.515775440675455,5839.937338739403,8.262735822053582,353,467
by_cell_type,patient_101,CD4 T cells,CXCL16,55.54732632202637,80.63029856247697,0.5335952451397468,353,467
by_cell_type,patient_101,CD4 T cells,EMP3,5425.122204117908,3374.9539255436785,-0.6847070671653874,353,467
by_cell_type,patient_101,CD4 T cells,FCER1G,111.09465264405274,253.40950976778475,1.1860465315582207,353,467
by_cell_type,patient_101,CD4 T cells,FCGR3A,92.57887720337727,46.074456321415404,-0.9989148796102558,353,467
by_cell_type,patient_101,CD4 T cells,FTH1,328136.57235965045,244782.0678215997,-0.4227977760250212,353,467
by_cell_type,patient_101,CD4 T cells,FTL,15756.924900014812,11956.321415407298,-0.3981978703713338,353,467
by_cell_type,patient_101,CD4 T cells,GAPDH,12201.896015405126,7360.394397346111,-0.7292114786027231,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DMA,92.57887720337727,92.14891264283081,-0.006679763409911388,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DPA1,444.378610576211,587.4493180980464,0.4022800619575335,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DPB1,573.9890386609392,357.0770364909694,-0.6840252763145003,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DQA1,499.9259368982373,126.70475488389238,-1.97600396657983,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DQB1,740.6310176270182,207.33505344636933,-1.834289606037534,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DRA,1055.399200118501,783.265757464062,-0.42997766805285664,353,467
by_cell_type,patient_101,CD4 T cells,HLA-DRB1,777.6625685083691,334.03980833026174,-1.2178936913096816,353,467
by_cell_type,patient_101,CD4 T cells,HSP90AA1,4369.723003999407,4653.520088462956,0.09077053842668548,353,467
by_cell_type,patient_101,CD4 T cells,HSP90AB1,5239.964449711154,4561.371175820125,-0.2000689735215122,353,467
by_cell_type,patient_101,CD4 T cells,HSPA8,6887.86846393127,7130.022115739034,0.04984540286861616,353,467
by_cell_type,patient_101,CD4 T cells,IFI6,259.22085616945634,17254.883892370068,6.053940890204233,353,467
by_cell_type,patient_101,CD4 T cells,IFIT1,74.06310176270182,9790.821968300774,7.036897971040446,353,467
by_cell_type,patient_101,CD4 T cells,IFIT2,129.61042808472817,7855.694802801327,5.916022202412181,353,467
by_cell_type,patient_101,CD4 T cells,IFIT3,92.57887720337727,11610.762992996682,6.962855383970656,353,467
by_cell_type,patient_101,CD4 T cells,IFITM3,18.515775440675455,1912.0899373387394,6.652187008693983,353,467
by_cell_type,patient_101,CD4 T cells,IRF7,518.4417123389127,4653.520088462956,3.164833029026486,353,467
by_cell_type,patient_101,CD4 T cells,ISG15,833.2098948303955,42964.43051971987,5.687470293833069,353,467
by_cell_type,patient_101,CD4 T cells,ISG20,2981.0398459487487,26147.253962403243,3.1325575048008965,353,467
by_cell_type,patient_101,CD4 T cells,LGALS1,1073.9149755591764,506.8190195355695,-1.0825861651428603,353,467
by_cell_type,patient_101,CD4 T cells,LTB,7258.183972744779,5655.639513453741,-0.35989029990650323,353,467
by_cell_type,patient_101,CD4 T cells,LY6E,259.22085616945634,9088.18650939919,5.1290380367677795,353,467
by_cell_type,patient_101,CD4 T cells,MS4A7,55.54732632202637,57.59307040176926,0.05172053040842428,353,467
by_cell_type,patient_101,CD4 T cells,MX1,259.22085616945634,9445.263545890159,5.184633645773022,353,467
by_cell_type,patient_101,CD4 T cells,OAS1,74.06310176270182,5194.894950239587,6.12262773957872,353,467
by_cell_type,patient_101,CD4 T cells,PFN1,8480.22515182936,6208.532989310726,-0.4498190320427131,353,467
by_cell_type,patient_101,CD4 T cells,PLSCR1,166.6419789660791,4146.701068927387,4.632991967444525,353,467
by_cell_type,patient_101,CD4 T cells,PSAP,1407.1989334913346,956.0449686693697,-0.5574341171712582,353,467
by_cell_type,patient_101,CD4 T cells,RGCC,7073.026218338025,3536.2145226686325,-1.0000198192478447,353,467
by_cell_type,patient_101,CD4 T cells,RSAD2,18.515775440675455,4768.706229266495,7.970408587094503,353,467
by_cell_type,patient_101,CD4 T cells,S100A10,2795.8820915419938,2810.54183560634,0.007543424046984271,353,467
by_cell_type,patient_101,CD4 T cells,S100A11,5054.806695304399,4837.817913748618,-0.06329305188498324,353,467
by_cell_type,patient_101,CD4 T cells,S100A6,3684.6393126944154,2729.9115370438626,-0.4326007443660469,353,467
by_cell_type,patient_101,CD4 T cells,SAT1,3240.260702118205,18326.115001842976,2.4995359379633637,353,467
by_cell_type,patient_101,CD4 T cells,SH3BGRL3,9554.140127388535,6058.791006266126,-0.6570525407995333,353,467
by_cell_type,patient_101,CD4 T cells,SOD2,611.02058954229,1313.122005160339,1.1030772203748604,353,467
by_cell_type,patient_101,CD4 T cells,TIMP1,2129.3141756776777,1267.0475488389236,-0.748687694832773,353,467
by_cell_type,patient_101,CD4 T cells,TNFSF10,388.83128425418454,5586.527828971618,3.8430108258634466,353,467
by_cell_type,patient_101,CD4 T cells,TYMP,333.2839579321582,1336.159233321047,2.001645189176056,353,467
by_cell_type,patient_101,CD4 T cells,TYROBP,259.22085616945634,218.8536675267232,-0.24370304234598184,353,467
by_cell_type,patient_101,CD4 T cells,VIM,9868.908309880018,5333.118319203833,-0.8878490075023411,353,467
by_cell_type,patient_101,CD8 T cells,ACTB,18087.21506442022,10729.821169647172,-0.7533169125214112,29,54
by_cell_type,patient_101,CD8 T cells,ACTG1,3716.5510406342914,3383.276945384244,-0.1355240278587555,29,54
by_cell_type,patient_101,CD8 T cells,ANXA1,14866.204162537166,15563.073948767522,0.06608854423181576,29,54
by_cell_type,patient_101,CD8 T cells,APOBEC3A,0.0,289.9951667472209,9.182370350072953,29,54
by_cell_type,patient_101,CD8 T cells,BST2,743.3102081268582,5316.578057032383,2.8376271930789656,29,54
by_cell_type,patient_101,CD8 T cells,C15orf48,0.0,579.9903334944418,10.181128232859113,29,54
by_cell_type,patient_101,CD8 T cells,CCR7,247.7700693756194,386.66022232962786,0.6410203892275499,29,54
by_cell_type,patient_101,CD8 T cells,CD63,4955.401387512388,1739.9710004833253,-1.5096697047772167,29,54
by_cell_type,patient_101,CD8 T cells,CD74,3221.0109018830526,3189.9468342194295,-0.013978983906596909,29,54
by_cell_type,patient_101,CD8 T cells,CREM,7928.642220019821,7539.874335427743,-0.0725286560113112,29,54
by_cell_type,patient_101,CD8 T cells,CST3,495.5401387512388,96.66505558240696,-2.351947404124859,29,54
by_cell_type,patient_101,CD8 T cells,CTSS,991.0802775024777,1739.9710004833253,0.8116762945840588,29,54
by_cell_type,patient_101,CD8 T cells,CXCL10,0.0,773.3204446592557,10.595855035664767,29,54
by_cell_type,patient_101,CD8 T cells,CXCL16,0.0,0.0,0.0,29,54
by_cell_type,patient_101,CD8 T cells,EMP3,3468.780971258672,3383.276945384244,-0.03600221598872544,29,54
by_cell_type,patient_101,CD8 T cells,FCER1G,743.3102081268582,579.9903334944418,-0.35766250469468197,29,54
by_cell_type,patient_101,CD8 T cells,FCGR3A,0.0,483.3252779120348,9.918342336036876,29,54
by_cell_type,patient_101,CD8 T cells,FTH1,243557.9781962339,156597.39004349927,-0.637203429538765,29,54
by_cell_type,patient_101,CD8 T cells,FTL,16352.824578790882,11116.4813919768,-0.5568188564199303,29,54
by_cell_type,patient_101,CD8 T cells,GAPDH,20812.68582755203,11213.146447559207,-0.8922423228228809,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DMA,247.7700693756194,96.66505558240696,-1.3534008837029008,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DPA1,991.0802775024777,1353.3107781536974,0.4492246261545976,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DPB1,2725.470763131814,676.6553890768487,-2.0092112519966587,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DQA1,0.0,96.66505558240696,7.6023656514926365,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DQB1,0.0,289.9951667472209,9.182370350072953,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DRA,1238.850346878097,483.3252779120348,-1.3570260233159797,29,54
by_cell_type,patient_101,CD8 T cells,HLA-DRB1,495.5401387512388,0.0,-9.954313055617495,29,54
by_cell_type,patient_101,CD8 T cells,HSP90AA1,2477.700693756194,3479.9420009666505,0.4899775067611678,29,54
by_cell_type,patient_101,CD8 T cells,HSP90AB1,3964.3211100099106,1546.6408893185114,-1.3576511931953164,29,54
by_cell_type,patient_101,CD8 T cells,HSPA8,3468.780971258672,3963.2672788786854,0.19223557453551443,29,54
by_cell_type,patient_101,CD8 T cells,IFI6,495.5401387512388,16433.059449009183,5.05004432054745,29,54
by_cell_type,patient_101,CD8 T cells,IFIT1,0.0,10729.821169647172,14.389405637649748,29,54
by_cell_type,patient_101,CD8 T cells,IFIT2,0.0,6863.218946350894,13.744774763634844,29,54
by_cell_type,patient_101,CD8 T cells,IFIT3,0.0,11309.811503141615,14.465351043435001,29,54
by_cell_type,patient_101,CD8 T cells,IFITM3,0.0,1836.6360560657322,11.843242759310986,29,54
by_cell_type,patient_101,CD8 T cells,IRF7,743.3102081268582,3286.6118898018362,2.143814112171137,29,54
by_cell_type,patient_101,CD8 T cells,ISG15,991.0802775024777,39536.007733204446,5.317312056403374,29,54
by_cell_type,patient_101,CD8 T cells,ISG20,1734.390485629336,32769.453842435956,4.239457139640784,29,54
by_cell_type,patient_101,CD8 T cells,LGALS1,1486.6204162537165,773.3204446592557,-0.942450720125672,29,54
by_cell_type,patient_101,CD8 T cells,LTB,495.5401387512388,1643.3059449009181,1.7285112246252847,29,54
by_cell_type,patient_101,CD8 T cells,LY6E,495.5401387512388,11503.141614306429,4.535489959644757,29,54
by_cell_type,patient_101,CD8 T cells,MS4A7,0.0,193.33011116481393,8.598648898059807,29,54
by_cell_type,patient_101,CD8 T cells,MX1,0.0,9763.170613823104,14.253207909992177,29,54
by_cell_type,patient_101,CD8 T cells,OAS1,0.0,5026.582890285162,13.295505762121353,29,54
by_cell_type,patient_101,CD8 T cells,PFN1,10654.112983151635,6089.898501691639,-0.8068696562877431,29,54
by_cell_type,patient_101,CD8 T cells,PLSCR1,0.0,5219.913001449976,13.349948231605532,29,54
by_cell_type,patient_101,CD8 T cells,PSAP,1486.6204162537165,1063.3156114064764,-0.4832733574717132,29,54
by_cell_type,patient_101,CD8 T cells,RGCC,3716.5510406342914,2319.961333977767,-0.6797468407103207,29,54
by_cell_type,patient_101,CD8 T cells,RSAD2,0.0,4156.597390043499,13.021360831634945,29,54
by_cell_type,patient_101,CD8 T cells,S100A10,3716.5510406342914,3769.9371677138715,0.020573309460800715,29,54
by_cell_type,patient_101,CD8 T cells,S100A11,5203.171456888008,4543.257612373127,-0.19564400174739305,29,54
by_cell_type,patient_101,CD8 T cells,S100A6,6442.021803766105,4156.597390043499,-0.6320489677091654,29,54
by_cell_type,patient_101,CD8 T cells,SAT1,2229.930624380575,21652.972450459158,3.2792042205806524,29,54
by_cell_type,patient_101,CD8 T cells,SH3BGRL3,12140.733399405352,7153.2141130981145,-0.7631506194757538,29,54
by_cell_type,patient_101,CD8 T cells,SOD2,495.5401387512388,386.66022232962786,-0.35752613119440824,29,54
by_cell_type,patient_101,CD8 T cells,TIMP1,3468.780971258672,869.9855002416626,-1.9947445147293799,29,54
by_cell_type,patient_101,CD8 T cells,TNFSF10,495.5401387512388,3093.281778637023,2.6408426682422856,29,54
by_cell_type,patient_101,CD8 T cells,TYMP,0.0,2319.961333977767,12.180195942634194,29,54
by_cell_type,patient_101,CD8 T cells,TYROBP,2725.470763131814,676.6553890768487,-2.0092112519966587,29,54
by_cell_type,patient_101,CD8 T cells,VIM,14866.204162537166,5896.568390526825,-1.3340150172559824,29,54
by_cell_type,patient_101,Dendritic cells,ACTB,31752.848880490183,15790.584758285833,-1.0077984747582587,25,39
by_cell_type,patient_101,Dendritic cells,ACTG1,4781.53810914505,2941.383435366969,-0.700885542647729,25,39
by_cell_type,patient_101,Dendritic cells,ANXA1,5926.816698161828,8711.561466469637,0.5556349896226696,25,39
by_cell_type,patient_101,Dendritic cells,APOBEC3A,28.631964725419458,7402.7162057561045,7.989405348508505,25,39
by_cell_type,patient_101,Dendritic cells,BST2,486.74340033213076,4039.1246217718663,3.051506688603899,25,39
by_cell_type,patient_101,Dendritic cells,C15orf48,11853.633396323656,11779.607346421786,-0.00903751176052836,25,39
by_cell_type,patient_101,Dendritic cells,CCR7,5926.816698161828,6839.772007599747,0.2066745527446674,25,39
by_cell_type,patient_101,Dendritic cells,CD63,5382.809368378858,4348.743930757863,-0.3077287108794593,25,39
by_cell_type,patient_101,Dendritic cells,CD74,48416.65235068431,33959.60875378228,-0.5116771509051041,25,39
by_cell_type,patient_101,Dendritic cells,CREM,744.4310828609059,1055.5203715431708,0.5034587995563431,25,39
by_cell_type,patient_101,Dendritic cells,CST3,8933.172994330871,10301.878826261347,0.20565214242273022,25,39
by_cell_type,patient_101,Dendritic cells,CTSS,773.0630475863253,1266.624445851805,0.7119674349690719,25,39
by_cell_type,patient_101,Dendritic cells,CXCL10,0.0,31454.507071986493,15.941002066064312,25,39
