"contrast_scope","replicate","cell_type","gene","ctrl_cpm","stim_cpm","log2fc_stim_vs_ctrl","ctrl_n_cells","stim_n_cells"
"by_cell_type","patient_101","B cells","ISG20",4331.71546370231,44808.0319791763,3.37059655896775,106,141
"by_cell_type","patient_101","B cells","IFI6",208.75737174469,13975.3958662576,6.06151850661824,106,141
"by_cell_type","patient_101","B cells","IFIT3",0,18282.6686498714,15.1582285046117,106,141
"by_cell_type","patient_101","B cells","LY6E",469.704086425552,9761.08580459236,4.37575655554828,106,141
"by_cell_type","patient_101","B cells","IFIT1",0,9451.21006476403,14.2063596593671,106,141
"by_cell_type","patient_101","B cells","MX1",313.136057617035,10876.6384679743,5.11606382497499,106,141
"by_cell_type","patient_101","B cells","IFIT2",208.75737174469,8118.74438350221,5.27799511719437,106,141
"by_cell_type","patient_101","B cells","IRF7",939.408172851104,9141.3343249357,3.28189195322805,106,141
"by_cell_type","patient_101","B cells","TNFSF10",104.378685872345,7777.88106969105,6.21267649643455,106,141
"by_cell_type","patient_101","B cells","OAS1",260.946714680862,3656.53372997428,3.80608508655424,106,141
"by_cell_type","patient_101","B cells","PLSCR1",417.514743489379,7065.1668680859,4.07919999812858,106,141
"by_cell_type","patient_101","B cells","BST2",1200.35488753197,5701.71361284125,2.24746026073833,106,141
"by_cell_type","patient_101","B cells","CXCL10",0,35356.8219144123,16.1097213837156,106,141
"by_cell_type","patient_101","B cells","APOBEC3A",0,216.91301787983,8.76429451591915,106,141
"by_cell_type","patient_101","B cells","IFITM3",52.1893429361724,2881.84438040346,5.7735877190791,106,141
"by_cell_type","patient_101","B cells","RSAD2",0,3470.60828607728,12.7611806574201,106,141
"by_cell_type","patient_101","B cells","TYMP",1252.54423046814,3098.75739828329,1.30648523763162,106,141
"by_cell_type","patient_101","B cells","VIM",6158.34246646835,3098.75739828329,-0.990736648732714,106,141
"by_cell_type","patient_101","B cells","ANXA1",156.568028808517,216.91301787983,0.469048776151552,106,141
"by_cell_type","patient_101","B cells","CCR7",11899.1701894473,20885.6248644294,0.811623256410524,106,141
"by_cell_type","patient_101","B cells","HSPA8",5897.39575178749,5143.93728115026,-0.197187044206556,106,141
"by_cell_type","patient_101","B cells","EMP3",8141.5374980429,3780.48402590561,-1.10662811163926,106,141
"by_cell_type","patient_101","B cells","LTB",2557.27780387245,1983.2047349013,-0.366693638285131,106,141
"by_cell_type","patient_101","B cells","RGCC",1617.86963102135,185.925443896997,-3.11787047101026,106,141
"by_cell_type","patient_101","B cells","CREM",5427.69166536193,8893.43373307304,0.712349993364255,106,141
"by_cell_type","patient_101","CD14+ Monocytes","TIMP1",27346.251634601,9258.88804251471,-1.56238072031243,207,269
"by_cell_type","patient_101","CD14+ Monocytes","FTH1",270248.91953353,129715.751914365,-1.05893227564716,207,269
"by_cell_type","patient_101","CD14+ Monocytes","MS4A7",506.199020581592,915.420492055219,0.854093328083305,207,269
"by_cell_type","patient_101","CD14+ Monocytes","FCGR3A",766.968213002412,596.916525233087,-0.361369853362051,207,269
"by_cell_type","patient_101","CD14+ Monocytes","SOD2",3831.00622394705,9508.34569485093,1.3113585697269,207,269
"by_cell_type","patient_101","CD14+ Monocytes","S100A11",11493.0186718411,9249.97884064556,-0.313220585881123,207,269
"by_cell_type","patient_101","CD14+ Monocytes","TYROBP",7685.02149428417,7472.59306775003,-0.0404376667167323,207,269
"by_cell_type","patient_101","CD14+ Monocytes","FCER1G",9510.40584122991,7503.77527429205,-0.341870003089483,207,269
"by_cell_type","patient_101","CD14+ Monocytes","ACTB",22744.4423565865,8303.37614204832,-1.45368894816202,207,269
"by_cell_type","patient_101","CD14+ Monocytes","SAT1",4137.79350914801,13506.3500336322,1.70658338203931,207,269
"by_cell_type","patient_101","CD14+ Monocytes","FTL",193122.596034007,127570.861564367,-0.598216214304056,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CXCL16",513.868702711616,247.230351868928,-1.05403222498844,207,269
"by_cell_type","patient_101","CD14+ Monocytes","PSAP",4831.8997419152,3285.26818924927,-0.556509099238532,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CTSS",1188.80073015374,2037.97992756819,0.777380185603963,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CST3",3612.42028324136,4378.8727186875,0.27755881660236,207,269
"by_cell_type","patient_101","CD14+ Monocytes","SH3BGRL3",9851.70669601598,4659.51257756574,-1.08011304663786,207,269
"by_cell_type","patient_101","CD14+ Monocytes","S100A10",8582.37430349699,5681.84349205076,-0.594974826562705,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CD63",9253.4714898741,6203.03180139607,-0.576982848090504,207,269
"by_cell_type","patient_101","CD14+ Monocytes","GAPDH",9893.88994773112,3710.68257850121,-1.41473177982462,207,269
"by_cell_type","patient_101","CD14+ Monocytes","S100A6",7949.62552777,4345.46321167818,-0.871301677633832,207,269
"by_cell_type","patient_101","CD14+ Monocytes","C15orf48",8647.5666016022,9860.25916868237,0.189321088552722,207,269
"by_cell_type","patient_101","CD14+ Monocytes","PFN1",13383.5953168921,4960.19814064957,-1.43190454813174,207,269
"by_cell_type","patient_101","CD14+ Monocytes","LGALS1",6814.51257252643,4824.33281214502,-0.498237366905681,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CD74",3815.666859687,4597.14816448168,0.26877181415947,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DRA",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DRB1",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DPA1",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DPB1",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DQB1",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DQA1",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HSP90AB1",878.178603887762,1298.51617242869,0.564011922711233,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HSP90AA1",1721.84363819042,3240.72217990351,0.912164903399832,207,269
"by_cell_type","patient_101","CD14+ Monocytes","ACTG1",3673.77774028155,1443.29070280239,-1.34759906551232,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HLA-DMA",NA,NA,NA,207,269
"by_cell_type","patient_101","CD14+ Monocytes","ISG15",318.291808396001,55983.1972452748,7.45624839889203,207,269
"by_cell_type","patient_101","CD14+ Monocytes","ISG20",172.567847925543,11145.4115383073,6.00903306848584,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IFI6",184.072371120579,4741.92269485538,4.68336574143506,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IFIT3",19.1742053250603,6200.80450092878,8.30012255727219,207,269
"by_cell_type","patient_101","CD14+ Monocytes","LY6E",69.0271391702171,5597.20607429383,6.33111569704451,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IFIT1",11.5045231950362,6024.84776401306,8.97132259868891,207,269
"by_cell_type","patient_101","CD14+ Monocytes","MX1",30.6787285200965,3242.9494803708,6.70082306189309,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IFIT2",15.3393642600482,3830.95680373474,7.91823479891732,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IRF7",302.952444135953,2561.39553738078,3.07766930437981,207,269
"by_cell_type","patient_101","CD14+ Monocytes","TNFSF10",15.3393642600482,5721.93490046194,8.49697090371951,207,269
"by_cell_type","patient_101","CD14+ Monocytes","OAS1",46.0180927801447,2703.94276728719,5.86139560837824,207,269
"by_cell_type","patient_101","CD14+ Monocytes","PLSCR1",540.7125901667,2931.12741495053,2.43743445471689,207,269
"by_cell_type","patient_101","CD14+ Monocytes","BST2",540.7125901667,2732.89767336193,2.33642806219124,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CXCL10",7.66968213002412,36534.4095649191,12.1267080694043,207,269
"by_cell_type","patient_101","CD14+ Monocytes","APOBEC3A",210.916258575663,14827.1392107338,6.13205877773329,207,269
"by_cell_type","patient_101","CD14+ Monocytes","IFITM3",161.063324730507,9717.71193877596,5.91051925061869,207,269
"by_cell_type","patient_101","CD14+ Monocytes","RSAD2",7.66968213002412,7220.90811494652,9.78778451644307,207,269
"by_cell_type","patient_101","CD14+ Monocytes","TYMP",2435.12407628266,5815.48152008802,1.25573120594468,207,269
"by_cell_type","patient_101","CD14+ Monocytes","VIM",9134.59141685873,4459.05553550985,-1.03451923611498,207,269
"by_cell_type","patient_101","CD14+ Monocytes","ANXA1",4390.89301943881,6911.31334999354,0.654385600695228,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CCR7",99.7058676903136,109.137722897094,0.129777279797908,207,269
"by_cell_type","patient_101","CD14+ Monocytes","HSPA8",1461.0744457696,1258.42476401752,-0.215331248002737,207,269
"by_cell_type","patient_101","CD14+ Monocytes","EMP3",6028.37015419896,5156.20058177088,-0.225439378457301,207,269
"by_cell_type","patient_101","CD14+ Monocytes","LTB",80.5316623652533,28.9549060747393,-1.45997778520429,207,269
"by_cell_type","patient_101","CD14+ Monocytes","RGCC",697.941073832195,51.2279107476157,-3.75512357484902,207,269
"by_cell_type","patient_101","CD14+ Monocytes","CREM",176.402688990555,425.414389251939,1.26760749353561,207,269
"by_cell_type","patient_101","CD4 T cells","TIMP1",2129.31417567768,1267.04754883892,-0.748687694832773,353,467
"by_cell_type","patient_101","CD4 T cells","FTH1",328136.57235965,244782.0678216,-0.422797776025021,353,467
"by_cell_type","patient_101","CD4 T cells","MS4A7",55.5473263220264,57.5930704017693,0.0517205304084243,353,467
"by_cell_type","patient_101","CD4 T cells","FCGR3A",92.5788772033773,46.0744563214154,-0.998914879610256,353,467
"by_cell_type","patient_101","CD4 T cells","SOD2",611.02058954229,1313.12200516034,1.10307722037486,353,467
"by_cell_type","patient_101","CD4 T cells","S100A11",5054.8066953044,4837.81791374862,-0.0632930518849832,353,467
"by_cell_type","patient_101","CD4 T cells","TYROBP",259.220856169456,218.853667526723,-0.243703042345982,353,467
"by_cell_type","patient_101","CD4 T cells","FCER1G",111.094652644053,253.409509767785,1.18604653155822,353,467
"by_cell_type","patient_101","CD4 T cells","ACTB",16830.839875574,11265.2045705861,-0.579212484153295,353,467
"by_cell_type","patient_101","CD4 T cells","SAT1",3240.2607021182,18326.115001843,2.49953593796336,353,467
"by_cell_type","patient_101","CD4 T cells","FTL",15756.9249000148,11956.3214154073,-0.398197870371334,353,467
"by_cell_type","patient_101","CD4 T cells","CXCL16",55.5473263220264,80.630298562477,0.533595245139747,353,467
"by_cell_type","patient_101","CD4 T cells","PSAP",1407.19893349133,956.04496866937,-0.557434117171258,353,467
"by_cell_type","patient_101","CD4 T cells","CTSS",629.536364982965,1612.60597124954,1.35633421104825,353,467
"by_cell_type","patient_101","CD4 T cells","CST3",92.5788772033773,207.335053446369,1.15891328666858,353,467
"by_cell_type","patient_101","CD4 T cells","SH3BGRL3",9554.14012738853,6058.79100626613,-0.657052540799533,353,467
"by_cell_type","patient_101","CD4 T cells","S100A10",2795.88209154199,2810.54183560634,0.00754342404698427,353,467
"by_cell_type","patient_101","CD4 T cells","CD63",981.336098355799,691.116844821231,-0.505509202780292,353,467
"by_cell_type","patient_101","CD4 T cells","GAPDH",12201.8960154051,7360.39439734611,-0.729211478602723,353,467
"by_cell_type","patient_101","CD4 T cells","S100A6",3684.63931269442,2729.91153704386,-0.432600744366047,353,467
"by_cell_type","patient_101","CD4 T cells","C15orf48",351.799733372834,195.816439366015,-0.843622395097311,353,467
"by_cell_type","patient_101","CD4 T cells","PFN1",8480.22515182936,6208.53298931073,-0.449819032042713,353,467
"by_cell_type","patient_101","CD4 T cells","LGALS1",1073.91497555918,506.81901953557,-1.08258616514286,353,467
"by_cell_type","patient_101","CD4 T cells","CD74",3258.77647755888,2937.24659049023,-0.149841783411087,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DRA",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DRB1",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DPA1",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DPB1",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DQB1",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DQA1",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","HSP90AB1",5239.96444971115,4561.37117582013,-0.200068973521512,353,467
"by_cell_type","patient_101","CD4 T cells","HSP90AA1",4369.72300399941,4653.52008846296,0.0907705384266855,353,467
"by_cell_type","patient_101","CD4 T cells","ACTG1",4740.03851281292,4204.29413932916,-0.173015784891168,353,467
"by_cell_type","patient_101","CD4 T cells","HLA-DMA",NA,NA,NA,353,467
"by_cell_type","patient_101","CD4 T cells","ISG15",833.209894830395,42964.4305197199,5.68747029383307,353,467
"by_cell_type","patient_101","CD4 T cells","ISG20",2981.03984594875,26147.2539624032,3.1325575048009,353,467
"by_cell_type","patient_101","CD4 T cells","IFI6",259.220856169456,17254.8838923701,6.05394089020423,353,467
"by_cell_type","patient_101","CD4 T cells","IFIT3",92.5788772033773,11610.7629929967,6.96285538397066,353,467
"by_cell_type","patient_101","CD4 T cells","LY6E",259.220856169456,9088.18650939919,5.12903803676778,353,467
"by_cell_type","patient_101","CD4 T cells","IFIT1",74.0631017627018,9790.82196830077,7.03689797104045,353,467
"by_cell_type","patient_101","CD4 T cells","MX1",259.220856169456,9445.26354589016,5.18463364577302,353,467
"by_cell_type","patient_101","CD4 T cells","IFIT2",129.610428084728,7855.69480280133,5.91602220241218,353,467
"by_cell_type","patient_101","CD4 T cells","IRF7",518.441712338913,4653.52008846296,3.16483302902649,353,467
"by_cell_type","patient_101","CD4 T cells","TNFSF10",388.831284254185,5586.52782897162,3.84301082586345,353,467
"by_cell_type","patient_101","CD4 T cells","OAS1",74.0631017627018,5194.89495023959,6.12262773957872,353,467
"by_cell_type","patient_101","CD4 T cells","PLSCR1",166.641978966079,4146.70106892739,4.63299196744453,353,467
"by_cell_type","patient_101","CD4 T cells","BST2",814.69411938972,3340.39808330262,2.0350204234026,353,467
"by_cell_type","patient_101","CD4 T cells","CXCL10",18.5157754406755,5839.9373387394,8.26273582205358,353,467
"by_cell_type","patient_101","CD4 T cells","APOBEC3A",18.5157754406755,287.965352008846,3.92312936841983,353,467
"by_cell_type","patient_101","CD4 T cells","IFITM3",18.5157754406755,1912.08993733874,6.65218700869398,353,467
"by_cell_type","patient_101","CD4 T cells","RSAD2",18.5157754406755,4768.7062292665,7.9704085870945,353,467
"by_cell_type","patient_101","CD4 T cells","TYMP",333.283957932158,1336.15923332105,2.00164518917606,353,467
"by_cell_type","patient_101","CD4 T cells","VIM",9868.90830988002,5333.11831920383,-0.887849007502341,353,467
"by_cell_type","patient_101","CD4 T cells","ANXA1",14997.7781069471,16195.1713969775,0.110811396668122,353,467
"by_cell_type","patient_101","CD4 T cells","CCR7",7628.49948155829,8362.5138223369,0.132529082739545,353,467
"by_cell_type","patient_101","CD4 T cells","HSPA8",6887.86846393127,7130.02211573903,0.0498454028686162,353,467
"by_cell_type","patient_101","CD4 T cells","EMP3",5425.12220411791,3374.95392554368,-0.684707067165387,353,467
"by_cell_type","patient_101","CD4 T cells","LTB",7258.18397274478,5655.63951345374,-0.359890299906503,353,467
"by_cell_type","patient_101","CD4 T cells","RGCC",7073.02621833802,3536.21452266863,-1.00001981924784,353,467
"by_cell_type","patient_101","CD4 T cells","CREM",9609.68745371056,8949.96314043494,-0.102602235734828,353,467
"by_cell_type","patient_101","CD8 T cells","TIMP1",3468.78097125867,869.985500241663,-1.99474451472938,29,54
"by_cell_type","patient_101","CD8 T cells","FTH1",243557.978196234,156597.390043499,-0.637203429538765,29,54
"by_cell_type","patient_101","CD8 T cells","MS4A7",0,193.330111164814,8.59864889805981,29,54
"by_cell_type","patient_101","CD8 T cells","FCGR3A",0,483.325277912035,9.91834233603688,29,54
"by_cell_type","patient_101","CD8 T cells","SOD2",495.540138751239,386.660222329628,-0.357526131194408,29,54
"by_cell_type","patient_101","CD8 T cells","S100A11",5203.17145688801,4543.25761237313,-0.195644001747393,29,54
"by_cell_type","patient_101","CD8 T cells","TYROBP",2725.47076313181,676.655389076849,-2.00921125199666,29,54
"by_cell_type","patient_101","CD8 T cells","FCER1G",743.310208126858,579.990333494442,-0.357662504694682,29,54
"by_cell_type","patient_101","CD8 T cells","ACTB",18087.2150644202,10729.8211696472,-0.753316912521411,29,54
"by_cell_type","patient_101","CD8 T cells","SAT1",2229.93062438057,21652.9724504592,3.27920422058065,29,54
"by_cell_type","patient_101","CD8 T cells","FTL",16352.8245787909,11116.4813919768,-0.55681885641993,29,54
"by_cell_type","patient_101","CD8 T cells","CXCL16",0,0,0,29,54
"by_cell_type","patient_101","CD8 T cells","PSAP",1486.62041625372,1063.31561140648,-0.483273357471713,29,54
"by_cell_type","patient_101","CD8 T cells","CTSS",991.080277502478,1739.97100048333,0.811676294584059,29,54
"by_cell_type","patient_101","CD8 T cells","CST3",495.540138751239,96.665055582407,-2.35194740412486,29,54
"by_cell_type","patient_101","CD8 T cells","SH3BGRL3",12140.7333994054,7153.21411309811,-0.763150619475754,29,54
"by_cell_type","patient_101","CD8 T cells","S100A10",3716.55104063429,3769.93716771387,0.0205733094608007,29,54
"by_cell_type","patient_101","CD8 T cells","CD63",4955.40138751239,1739.97100048333,-1.50966970477722,29,54
"by_cell_type","patient_101","CD8 T cells","GAPDH",20812.685827552,11213.1464475592,-0.892242322822881,29,54
"by_cell_type","patient_101","CD8 T cells","S100A6",6442.02180376611,4156.5973900435,-0.632048967709165,29,54
"by_cell_type","patient_101","CD8 T cells","C15orf48",0,579.990333494442,10.1811282328591,29,54
"by_cell_type","patient_101","CD8 T cells","PFN1",10654.1129831516,6089.89850169164,-0.806869656287743,29,54
"by_cell_type","patient_101","CD8 T cells","LGALS1",1486.62041625372,773.320444659256,-0.942450720125672,29,54
"by_cell_type","patient_101","CD8 T cells","CD74",3221.01090188305,3189.94683421943,-0.0139789839065969,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DRA",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DRB1",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DPA1",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DPB1",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DQB1",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DQA1",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","HSP90AB1",3964.32111000991,1546.64088931851,-1.35765119319532,29,54
"by_cell_type","patient_101","CD8 T cells","HSP90AA1",2477.70069375619,3479.94200096665,0.489977506761168,29,54
"by_cell_type","patient_101","CD8 T cells","ACTG1",3716.55104063429,3383.27694538424,-0.135524027858756,29,54
"by_cell_type","patient_101","CD8 T cells","HLA-DMA",NA,NA,NA,29,54
"by_cell_type","patient_101","CD8 T cells","ISG15",991.080277502478,39536.0077332044,5.31731205640337,29,54
"by_cell_type","patient_101","CD8 T cells","ISG20",1734.39048562934,32769.453842436,4.23945713964078,29,54
"by_cell_type","patient_101","CD8 T cells","IFI6",495.540138751239,16433.0594490092,5.05004432054745,29,54
"by_cell_type","patient_101","CD8 T cells","IFIT3",0,11309.8115031416,14.465351043435,29,54
"by_cell_type","patient_101","CD8 T cells","LY6E",495.540138751239,11503.1416143064,4.53548995964476,29,54
"by_cell_type","patient_101","CD8 T cells","IFIT1",0,10729.8211696472,14.3894056376497,29,54
"by_cell_type","patient_101","CD8 T cells","MX1",0,9763.1706138231,14.2532079099922,29,54
"by_cell_type","patient_101","CD8 T cells","IFIT2",0,6863.21894635089,13.7447747636348,29,54
"by_cell_type","patient_101","CD8 T cells","IRF7",743.310208126858,3286.61188980184,2.14381411217114,29,54
"by_cell_type","patient_101","CD8 T cells","TNFSF10",495.540138751239,3093.28177863702,2.64084266824229,29,54
"by_cell_type","patient_101","CD8 T cells","OAS1",0,5026.58289028516,13.2955057621214,29,54
"by_cell_type","patient_101","CD8 T cells","PLSCR1",0,5219.91300144998,13.3499482316055,29,54
"by_cell_type","patient_101","CD8 T cells","BST2",743.310208126858,5316.57805703238,2.83762719307897,29,54
"by_cell_type","patient_101","CD8 T cells","CXCL10",0,773.320444659256,10.5958550356648,29,54
"by_cell_type","patient_101","CD8 T cells","APOBEC3A",0,289.995166747221,9.18237035007295,29,54
"by_cell_type","patient_101","CD8 T cells","IFITM3",0,1836.63605606573,11.843242759311,29,54
"by_cell_type","patient_101","CD8 T cells","RSAD2",0,4156.5973900435,13.0213608316349,29,54
"by_cell_type","patient_101","CD8 T cells","TYMP",0,2319.96133397777,12.1801959426342,29,54
"by_cell_type","patient_101","CD8 T cells","VIM",14866.2041625372,5896.56839052683,-1.33401501725598,29,54
"by_cell_type","patient_101","CD8 T cells","ANXA1",14866.2041625372,15563.0739487675,0.0660885442318158,29,54
"by_cell_type","patient_101","CD8 T cells","CCR7",247.770069375619,386.660222329628,0.64102038922755,29,54
"by_cell_type","patient_101","CD8 T cells","HSPA8",3468.78097125867,3963.26727887869,0.192235574535514,29,54
"by_cell_type","patient_101","CD8 T cells","EMP3",3468.78097125867,3383.27694538424,-0.0360022159887254,29,54
"by_cell_type","patient_101","CD8 T cells","LTB",495.540138751239,1643.30594490092,1.72851122462528,29,54
"by_cell_type","patient_101","CD8 T cells","RGCC",3716.55104063429,2319.96133397777,-0.679746840710321,29,54
"by_cell_type","patient_101","CD8 T cells","CREM",7928.64222001982,7539.87433542774,-0.0725286560113112,29,54
"by_cell_type","patient_101","Dendritic cells","TIMP1",30779.3620798259,14143.9729786785,-1.12174834407379,25,39
"by_cell_type","patient_101","Dendritic cells","FTH1",172793.907117906,105073.534585884,-0.717650321013956,25,39
"by_cell_type","patient_101","Dendritic cells","MS4A7",773.063047586325,464.428963478995,-0.734508576604476,25,39
"by_cell_type","patient_101","Dendritic cells","FCGR3A",143.159823627097,70.3680247695447,-1.01944990544392,25,39
"by_cell_type","patient_101","Dendritic cells","SOD2",2004.23753077936,2716.20575610443,0.438444952107112,25,39
"by_cell_type","patient_101","Dendritic cells","S100A11",7243.88707553112,9105.62240517909,0.329973219179479,25,39
"by_cell_type","patient_101","Dendritic cells","TYROBP",5382.80936837886,4982.05615368377,-0.111607272224822,25,39
"by_cell_type","patient_101","Dendritic cells","FCER1G",3435.83576705034,4236.15509112659,0.302054672509156,25,39
"by_cell_type","patient_101","Dendritic cells","ACTB",31752.8488804902,15790.5847582858,-1.00779847475826,25,39
"by_cell_type","patient_101","Dendritic cells","SAT1",5611.86508618221,10681.8661600169,0.928550476616014,25,39
"by_cell_type","patient_101","Dendritic cells","FTL",49991.4104105824,64766.729997889,0.373569383598237,25,39
"by_cell_type","patient_101","Dendritic cells","CXCL16",1803.81377770143,731.827457603265,-1.30088945728573,25,39
"by_cell_type","patient_101","Dendritic cells","PSAP",3034.98826089446,2420.66005207234,-0.326230141271232,25,39
"by_cell_type","patient_101","Dendritic cells","CTSS",773.063047586325,1266.6244458518,0.711967434969072,25,39
"by_cell_type","patient_101","Dendritic cells","CST3",8933.17299433087,10301.8788262613,0.20565214242273,25,39
"by_cell_type","patient_101","Dendritic cells","SH3BGRL3",8246.0058409208,4686.51044965168,-0.815114947600833,25,39
"by_cell_type","patient_101","Dendritic cells","S100A10",8904.54102960545,8978.95996059391,0.012006423036965,25,39
"by_cell_type","patient_101","Dendritic cells","CD63",5382.80936837886,4348.74393075786,-0.307728710879459,25,39
"by_cell_type","patient_101","Dendritic cells","GAPDH",11195.098207639,5981.2821054113,-0.904284352514676,25,39
"by_cell_type","patient_101","Dendritic cells","S100A6",5812.28883926015,3996.90380691014,-0.540167183581262,25,39
"by_cell_type","patient_101","Dendritic cells","C15orf48",11853.6333963237,11779.6073464218,-0.00903751176052836,25,39
"by_cell_type","patient_101","Dendritic cells","PFN1",16635.1715054687,7599.74667511083,-1.13016195352821,25,39
"by_cell_type","patient_101","Dendritic cells","LGALS1",8417.79762927332,5699.81000633312,-0.562488136017077,25,39
"by_cell_type","patient_101","Dendritic cells","CD74",48416.6523506843,33959.6087537823,-0.511677150905104,25,39
