"contrast_scope","replicate","gene","ctrl_cpm","stim_cpm","log2fc_stim_vs_ctrl","ctrl_n_cells","stim_n_cells"
"global","patient_1015","IFIT1",135.542252851977,7902.4171397617,5.86025857451091,2738,2352
"global","patient_1015","MX1",301.826047587907,4892.62592202821,4.01657922214448,2738,2352
"global","patient_1015","IFIT2",126.459524568081,5542.31128101964,5.44817735239868,2738,2352
"global","patient_1015","IRF7",595.966709704825,3929.13477898766,2.71988170948925,2738,2352
"global","patient_1015","TNFSF10",273.180519923314,7095.23229980265,4.69638692712354,2738,2352
"global","patient_1015","OAS1",380.775916517151,3156.55209772604,3.04967075771979,2738,2352
"global","patient_1015","PLSCR1",679.10860707279,3707.80028111271,2.44798204238528,2738,2352
"global","patient_1015","BST2",941.809055899302,2948.34255659839,1.6458765830063,2738,2352
"global","patient_1015","CXCL10",479.987256233546,38381.5496517114,6.31978977767199,2738,2352
"global","patient_1015","APOBEC3A",677.711264259883,10430.7610804464,3.94303502588095,2738,2352
"global","patient_1015","IFITM3",850.981773060348,10607.947996535,3.63909414917786,2738,2352
"global","patient_1015","RSAD2",127.856867380988,6258.8146016337,5.60777229939266,2738,2352
"global","patient_1015","TYMP",3624.7072566807,6673.44391705982,0.880476085431598,2738,2352
"global","patient_1015","VIM",5780.80721699616,3271.0971747934,-0.821400615725398,2738,2352
"global","patient_1015","ANXA1",5926.13086953849,6391.85393593589,0.109135086123402,2738,2352
"global","patient_1015","CCR7",1720.82767409494,2110.73168054333,0.294563147852903,2738,2352
"global","patient_1015","HSPA8",2224.56975814791,2403.65685158538,0.111680456468756,2738,2352
"global","patient_1015","EMP3",6587.77269144994,4904.55770088939,-0.425630162311485,2738,2352
"global","patient_1015","LTB",1210.09887597744,730.821455247477,-0.727143323610258,2738,2352
"global","patient_1015","RGCC",1607.64290624948,417.015671198356,-1.94549336167745,2738,2352
"global","patient_1015","CREM",1513.32226637826,1736.67041324523,0.198543454247091,2738,2352
"global","patient_1016","TIMP1",29735.4096777141,17508.8985303727,-0.764076684906186,1723,1635
"global","patient_1016","FTH1",261774.073542273,133392.048075739,-0.97264690034125,1723,1635
"global","patient_1016","MS4A7",1107.89854977875,1852.0848468614,0.741062889969179,1723,1635
"global","patient_1016","FCGR3A",1956.36282943257,1724.91466745675,-0.18159950540627,1723,1635
"global","patient_1016","SOD2",6273.74068320954,7333.93130375139,0.225244233929342,1723,1635
"global","patient_1016","S100A11",7463.22233680116,7287.93357928587,-0.0342865307571358,1723,1635
"global","patient_1016","TYROBP",6673.4978918926,7025.47597498265,0.0741474125181494,1723,1635
"global","patient_1016","FCER1G",6177.47262071036,5365.49927147722,-0.203286618573248,1723,1635
"global","patient_1016","ACTB",19566.8916184782,8324.23525400891,-1.2329751570175,1723,1635
"global","patient_1016","SAT1",6058.36128914357,12905.0674610744,1.09087499632812,1723,1635
"global","patient_1016","FTL",105287.890456735,71155.773999651,-0.565283494520529,1723,1635
"global","patient_1016","CXCL16",1179.69168113407,758.962453680968,-0.635970646683354,1723,1635
"global","patient_1016","PSAP",3636.97476797765,2454.11388766003,-0.567441135001468,1723,1635
"global","patient_1016","CTSS",2137.47731989714,2524.46334860728,0.240015897678392,1723,1635
"global","patient_1016","CST3",2240.27203070135,3245.54532331665,0.534687262908296,1723,1635
"global","patient_1016","SH3BGRL3",9618.64793953713,5080.04280494124,-0.920926463578736,1723,1635
"global","patient_1016","S100A10",6159.52433787153,4620.06556028611,-0.414866601651159,1723,1635
"global","patient_1016","CD63",5567.23100419011,3931.45256755239,-0.501843593346118,1723,1635
"global","patient_1016","GAPDH",9602.33131877456,4749.94148818873,-1.01539823743053,1723,1635
"global","patient_1016","S100A6",6087.73120651621,3226.60508383085,-0.915782590739505,1723,1635
"global","patient_1016","C15orf48",7411.00915036092,7726.26483595723,0.0600971525255893,1723,1635
"global","patient_1016","PFN1",10028.1951206777,4668.76903324959,-1.10286528144474,1723,1635
"global","patient_1016","LGALS1",5059.78409847407,3713.6398134657,-0.446190259639017,1723,1635
"global","patient_1016","CD74",10516.0620814787,9088.60920468581,-0.210452344825134,1723,1635
"global","patient_1016","HLA-DRA",NA,NA,NA,1723,1635
"global","patient_1016","HLA-DRB1",NA,NA,NA,1723,1635
"global","patient_1016","HLA-DPA1",NA,NA,NA,1723,1635
"global","patient_1016","HLA-DPB1",NA,NA,NA,1723,1635
"global","patient_1016","HLA-DQB1",NA,NA,NA,1723,1635
"global","patient_1016","HLA-DQA1",NA,NA,NA,1723,1635
"global","patient_1016","HSP90AB1",1922.09792583117,2006.31251124577,0.0618487551028881,1723,1635
"global","patient_1016","HSP90AA1",2543.76117688522,3479.59256839118,0.451878905737892,1723,1635
"global","patient_1016","ACTG1",3330.22229764127,1942.72742154344,-0.777380319269557,1723,1635
"global","patient_1016","HLA-DMA",NA,NA,NA,1723,1635
"global","patient_1016","ISG15",2718.34901904476,64712.0339517322,4.57297722589377,1723,1635
"global","patient_1016","ISG20",2054.26255400801,18976.7670905222,3.20722865284236,1723,1635
"global","patient_1016","IFI6",704.878016943179,9111.60806691857,3.69131633699904,1723,1635
"global","patient_1016","IFIT3",306.752470336383,9681.16812574154,4.97775912629607,1723,1635
"global","patient_1016","LY6E",985.523894059445,8581.28136131619,3.12158263331387,1723,1635
"global","patient_1016","IFIT1",213.747731989714,9244.18974331917,5.43127306556208,1723,1635
"global","patient_1016","MX1",432.3904502082,5691.54196548277,3.71687241900183,1723,1635
"global","patient_1016","IFIT2",251.275959743633,6515.44238311505,4.69376140468084,1723,1635
"global","patient_1016","IRF7",810.936051899907,3953.09855553616,2.28461708102575,1723,1635
"global","patient_1016","TNFSF10",717.931313553238,9085.90345618784,3.66078722775203,1723,1635
"global","patient_1016","OAS1",504.183581563524,4019.38939373646,2.99370474799603,1723,1635
"global","patient_1016","PLSCR1",833.77932096751,3576.99951431814,2.10034917978122,1723,1635
"global","patient_1016","BST2",1328.17293007349,3702.81681947381,1.47883196724791,1723,1635
"global","patient_1016","CXCL10",884.360845331488,34246.6587388236,5.27438989946389,1723,1635
"global","patient_1016","APOBEC3A",947.995666305525,12656.1385992611,3.73810930673747,1723,1635
"global","patient_1016","IFITM3",954.522314610555,9110.25519266959,3.25396429631844,1723,1635
"global","patient_1016","RSAD2",239.854325209832,5918.82483931236,4.62219796051139,1723,1635
"global","patient_1016","TYMP",2990.83658577974,4561.89196757972,0.609000145933832,1723,1635
"global","patient_1016","VIM",7366.95427430197,3674.40646024511,-1.00345867279729,1723,1635
"global","patient_1016","ANXA1",7791.18641412889,9230.66100082931,0.244576491103029,1723,1635
"global","patient_1016","CCR7",1771.98501481549,2088.83784043389,0.237272360774087,1723,1635
"global","patient_1016","HSPA8",2684.08411544336,2979.02909626647,0.150385726770033,1723,1635
"global","patient_1016","EMP3",6133.41774465141,4748.58861393975,-0.369158144403626,1723,1635
"global","patient_1016","LTB",1057.31702541477,757.609579431982,-0.480611800601698,1723,1635
"global","patient_1016","RGCC",2153.79394065971,840.134908620109,-1.35766383760074,1723,1635
"global","patient_1016","CREM",1447.28426164028,1635.62496702369,0.176436306921737,1723,1635
"global","patient_1039","TIMP1",22940.6502637673,9430.06097022179,-1.28252223329488,461,641
"global","patient_1039","FTH1",205270.330148061,113346.29318724,-0.85678505409242,461,641
"global","patient_1039","MS4A7",512.764777518609,827.074312980472,0.689185606304648,461,641
"global","patient_1039","FCGR3A",632.595676612631,696.297605372449,0.138316122469828,461,641
"global","patient_1039","SOD2",4325.05942776566,8104.62136608642,0.905947059198752,461,641
"global","patient_1039","S100A11",5286.49338561305,5278.78413006981,-0.00210520813942594,461,641
"global","patient_1039","TYROBP",4071.46380410156,4273.21728373244,0.06976673626653,461,641
"global","patient_1039","FCER1G",4196.868233386,3983.38782362817,-0.0753080105435799,461,641
"global","patient_1039","ACTB",13677.4430872898,6180.08306088186,-1.14603644162718,461,641
"global","patient_1039","SAT1",3859.66965686561,10850.9322258549,1.49114930793801,461,641
"global","patient_1039","FTL",80317.3568090425,69364.6726164178,-0.211509287625976,461,641
"global","patient_1039","CXCL16",749.639810611444,561.986392153398,-0.415341314689853,461,641
"global","patient_1039","PSAP",2477.43416964154,1594.06203057347,-0.635977639014911,461,641
"global","patient_1039","CTSS",571.286844518015,1323.67235132986,1.21154157993154,461,641
"global","patient_1039","CST3",2204.33119031098,2801.09569673942,0.345580570734885,461,641
"global","patient_1039","SH3BGRL3",4993.88305061601,2870.01855615446,-0.798995093072486,461,641
"global","patient_1039","S100A10",4386.36825986027,2859.41503932137,-0.617219093155922,461,641
"global","patient_1039","CD63",4004.58144181653,2991.95899973491,-0.420500098932617,461,641
"global","patient_1039","GAPDH",5478.78017718252,2421.13634355395,-1.17800414402069,461,641
"global","patient_1039","S100A6",3310.67693310928,1671.82115401608,-0.985492172923419,461,641
"global","patient_1039","C15orf48",7702.61872315997,8263.67411858266,0.101427989979884,461,641
"global","patient_1039","PFN1",7298.53778435454,3492.09154369533,-1.06340835894946,461,641
"global","patient_1039","LGALS1",3706.39757662907,2560.74931518954,-0.533364559848788,461,641
"global","patient_1039","CD74",6064.00084717659,5388.35380401166,-0.170410457957141,461,641
"global","patient_1039","HLA-DRA",NA,NA,NA,461,641
"global","patient_1039","HLA-DRB1",NA,NA,NA,461,641
"global","patient_1039","HLA-DPA1",NA,NA,NA,461,641
"global","patient_1039","HLA-DPB1",NA,NA,NA,461,641
"global","patient_1039","HLA-DQB1",NA,NA,NA,461,641
"global","patient_1039","HLA-DQA1",NA,NA,NA,461,641
"global","patient_1039","HSP90AB1",888.978065371936,1427.94026685517,0.683409774274857,461,641
"global","patient_1039","HSP90AA1",1109.13250789351,2375.18777061059,1.09826328087694,461,641
"global","patient_1039","ACTG1",2519.23564606969,1357.25015463462,-0.892054356110538,461,641
"global","patient_1039","HLA-DMA",NA,NA,NA,461,641
"global","patient_1039","ISG15",1039.46338051327,46945.3035256693,5.49639156768769,461,641
"global","patient_1039","ISG20",1008.80896446596,12079.172925687,3.58114161462629,461,641
"global","patient_1039","IFI6",418.014764281474,5160.37819210038,3.62426615639943,461,641
"global","patient_1039","IFIT3",108.683838713183,5927.36590969338,5.76268158292857,461,641
"global","patient_1039","LY6E",431.948589757524,5047.27401254749,3.54504678475294,461,641
"global","patient_1039","IFIT1",80.8161877610851,5328.26720862419,6.03411541817361,461,641
"global","patient_1039","MX1",128.191194379652,3073.25262878855,4.57801581719198,461,641
"global","patient_1039","IFIT2",55.7353019041966,3635.23902094195,6.01462876250312,461,641
"global","patient_1039","IRF7",320.47798594913,2622.60316338252,3.03072828849705,461,641
"global","patient_1039","TNFSF10",97.536778332344,5040.20500132544,5.68415863993375,461,641
"global","patient_1039","OAS1",206.220617045527,2359.28249536096,3.51289970378163,461,641
"global","patient_1039","PLSCR1",454.242710519202,2401.69656269329,2.40123178925722,461,641
"global","patient_1039","BST2",501.617717137769,2163.11743394893,2.10734789130293,461,641
"global","patient_1039","CXCL10",114.257368903603,25872.5810727225,7.81672125982864,461,641
"global","patient_1039","APOBEC3A",317.691220853921,9486.61305999823,4.89800320394001,461,641
"global","patient_1039","IFITM3",348.345636901229,5467.88018025979,3.97045285273928,461,641
"global","patient_1039","RSAD2",64.0955971898261,4432.27003622868,6.10062887516333,461,641
"global","patient_1039","TYMP",2117.94147235947,4446.40805867279,1.06979930586657,461,641
"global","patient_1039","VIM",5849.41993484543,3416.09967305823,-0.77585566390934,461,641
"global","patient_1039","ANXA1",3594.92697282068,4617.83158080763,0.361208650282441,461,641
"global","patient_1039","CCR7",1889.42673455226,1429.70751966069,-0.402105813834368,461,641
"global","patient_1039","HSPA8",1340.43401079593,1947.51259167624,0.538764760840722,461,641
"global","patient_1039","EMP3",4444.89032685968,4158.34585137404,-0.0961268881126465,461,641
"global","patient_1039","LTB",914.058951228824,878.324644340373,-0.057500840195237,461,641
"global","patient_1039","RGCC",1128.63986355998,371.123089157904,-1.6033121548908,461,641
"global","patient_1039","CREM",744.066280421024,1108.06750905717,0.574224442824475,461,641
"global","patient_107","TIMP1",34359.4096710301,19409.1701661379,-0.823950641625473,517,525
"global","patient_107","FTH1",296519.680114373,120402.77676435,-1.30025563738502,517,525
"global","patient_107","MS4A7",842.901606874265,1363.72442702187,0.693789324621681,517,525
"global","patient_107","FCGR3A",1033.52246496597,981.277724240831,-0.0747991911184105,517,525
"global","patient_107","SOD2",11568.3033254404,12791.8357693343,0.145040071753588,517,525
"global","patient_107","S100A11",9096.18907206362,7626.28918506143,-0.254265719945913,517,525
"global","patient_107","TYROBP",6469.19537148729,6219.79111364957,-0.0567156828754936,517,525
"global","patient_107","FCER1G",6445.36776422583,5168.06268100171,-0.318611452989767,517,525
"global","patient_107","ACTB",24563.284635661,9520.91002186488,-1.36728571673401,517,525
"global","patient_107","SAT1",5164.63387392217,14231.0430982209,1.46221445136076,517,525
"global","patient_107","FTL",117395.642526322,70943.8633658832,-0.726625034571054,517,525
"global","patient_107","CXCL16",756.52653055146,485.60666866277,-0.639070935506409,517,525
"global","patient_107","PSAP",3684.34377280376,2194.03634753334,-0.747687288955547,517,525
"global","patient_107","CTSS",965.018094089264,1648.04335737883,0.771816629923785,517,525
"global","patient_107","CST3",1846.63956276341,3248.28087691003,0.814605565427923,517,525
"global","patient_107","SH3BGRL3",8381.36085421972,4071.04450723504,-1.04169439881476,517,525
"global","patient_107","S100A10",6960.63977125497,5004.51639362824,-0.475948748285097,517,525
"global","patient_107","CD63",6874.26469493217,4906.38862120415,-0.48650180989485,517,525
"global","patient_107","GAPDH",8845.99919581825,4048.39963667563,-1.12757677161842,517,525
"global","patient_107","S100A6",5897.33279721217,3024.34826804482,-0.963322146799559,517,525
"global","patient_107","C15orf48",9227.24091200167,9407.68566906786,0.0279390338866499,517,525
"global","patient_107","PFN1",11008.3545547961,4274.84834226967,-1.36455049144696,517,525
"global","patient_107","LGALS1",5125.9140121223,3379.11790680881,-0.601089848847872,517,525
"global","patient_107","CD74",7732.05855634484,8315.69968875883,0.104978547182952,517,525
"global","patient_107","HLA-DRA",NA,NA,NA,517,525
"global","patient_107","HLA-DRB1",NA,NA,NA,517,525
"global","patient_107","HLA-DPA1",NA,NA,NA,517,525
"global","patient_107","HLA-DPB1",NA,NA,NA,517,525
"global","patient_107","HLA-DQB1",NA,NA,NA,517,525
"global","patient_107","HLA-DQA1",NA,NA,NA,517,525
"global","patient_107","HSP90AB1",1221.16487214999,1955.00715829519,0.678694238735456,517,525
"global","patient_107","HSP90AA1",1706.65237010231,3542.66419418228,1.05344649275139,517,525
"global","patient_107","ACTG1",4220.46493618669,1987.71641576989,-1.08609804313852,517,525
"global","patient_107","HLA-DMA",NA,NA,NA,517,525
"global","patient_107","ISG15",366.349461644998,78215.3829121807,7.73612962000423,517,525
"global","patient_107","ISG20",872.686115951094,15901.7313261591,4.18679621064105,517,525
"global","patient_107","IFI6",101.267330861219,7193.52054770394,6.14345187027451,517,525
"global","patient_107","IFIT3",23.8276072614633,8979.94922516801,8.5280493726853,517,525
"global","patient_107","LY6E",151.900996291829,6330.49936971777,5.37648901262142,517,525
"global","patient_107","IFIT1",5.95690181536583,7633.8374752479,10.2074451574273,517,525
"global","patient_107","MX1",62.5474690613412,4994.45200671295,6.30788854887136,517,525
"global","patient_107","IFIT2",17.8707054460975,6018.50337534376,8.35597378768333,517,525
"global","patient_107","IRF7",396.133970721828,3152.66920121477,2.99092243685558,517,525
"global","patient_107","TNFSF10",98.2888799535362,7397.32438273857,6.22660858665545,517,525
"global","patient_107","OAS1",104.245781768902,3117.44384701125,4.89563089463182,517,525
"global","patient_107","PLSCR1",592.7117306289,3323.76377877471,2.48641583166844,517,525
"global","patient_107","BST2",619.517788798046,3306.15110167295,2.41498931562387,517,525
"global","patient_107","CXCL10",265.082130783779,43075.5759974436,7.34158494295117,517,525
"global","patient_107","APOBEC3A",235.29762170695,15861.4737784979,6.07187932604461,517,525
"global","patient_107","IFITM3",59.5690181536583,7490.41996170501,6.96237801430004,517,525
"global","patient_107","RSAD2",23.8276072614633,7213.64932153452,8.21209104354806,517,525
"global","patient_107","TYMP",3431.17544565072,7102.94106546632,1.04960495276528,517,525
"global","patient_107","VIM",7648.66193092972,4108.78595816738,-0.896413961049344,517,525
"global","patient_107","ANXA1",5149.74161938376,7138.16641966984,0.471014471596122,517,525
"global","patient_107","CCR7",1271.7985375806,2327.38947416094,0.871585331679398,517,525
"global","patient_107","HSPA8",1935.99308999389,2659.51424236553,0.45798761689508,517,525
"global","patient_107","EMP3",6335.16508064156,4710.13307635599,-0.427575111849217,517,525
"global","patient_107","LTB",839.923155966582,606.379311646257,-0.469706272403265,517,525
"global","patient_107","RGCC",1328.38910482658,317.028187831653,-2.06526414280839,517,525
"global","patient_107","CREM",1155.63895218097,1625.39848681943,0.491922384789419,517,525
"global","patient_1244","TIMP1",25107.9070386622,11590.6689207062,-1.11514443869623,1879,1464
"global","patient_1244","FTH1",282742.042015903,121036.016741481,-1.2240465957642,1879,1464
"global","patient_1244","MS4A7",668.178815915456,828.480389721472,0.310024561141685,1879,1464
"global","patient_1244","FCGR3A",885.784943704015,299.434565490905,-1.56312281192498,1879,1464
"global","patient_1244","SOD2",5491.35463654657,10030.3865659958,0.869083777660052,1879,1464
"global","patient_1244","S100A11",7698.13677953171,6262.61351322682,-0.297722979416031,1879,1464
"global","patient_1244","TYROBP",5761.44224221354,4770.81170936854,-0.272169258436342,1879,1464
"global","patient_1244","FCER1G",5610.39798880736,3830.88258002489,-0.550366591289775,1879,1464
"global","patient_1244","ACTB",21664.6100754197,9192.50688498087,-1.23676484042335,1879,1464
"global","patient_1244","SAT1",4810.37546017296,12672.9301753505,1.39743569767244,1879,1464
"global","patient_1244","FTL",126118.111486019,67950.1622720504,-0.892221674534703,1879,1464
"global","patient_1244","CXCL16",816.662997230002,290.035274197468,-1.49191054403469,1879,1464
"global","patient_1244","PSAP",3297.37285401957,1513.28589824327,-1.12337460556993,1879,1464
"global","patient_1244","CTSS",1198.11373888289,2003.39180140103,0.74143779769088,1879,1464
"global","patient_1244","CST3",2370.62675684947,3156.81911869559,0.413127295894487,1879,1464
"global","patient_1244","SH3BGRL3",9893.39859810452,5266.28863612255,-0.90961555028248,1879,1464
"global","patient_1244","S100A10",6485.94264414486,4507.63155315232,-0.524897862885544,1879,1464
"global","patient_1244","CD63",6355.37896747172,4208.19698766142,-0.594718008147387,1879,1464
"global","patient_1244","GAPDH",9372.4239274578,4053.78005926925,-1.2090534236426,1879,1464
"global","patient_1244","S100A6",6191.5343536074,3061.48344986217,-1.01594699058658,1879,1464
"global","patient_1244","C15orf48",6195.37446174484,6423.7442211143,0.0522188255978246,1879,1464
"global","patient_1244","PFN1",10822.7047673662,4829.89296892729,-1.16391527950888,1879,1464
"global","patient_1244","LGALS1",5163.66540881791,3334.06289737182,-0.631037549252127,1879,1464
"global","patient_1244","CD74",9112.57661015734,7352.93130326545,-0.309520589444947,1879,1464
"global","patient_1244","HLA-DRA",NA,NA,NA,1879,1464
"global","patient_1244","HLA-DRB1",NA,NA,NA,1879,1464
"global","patient_1244","HLA-DPA1",NA,NA,NA,1879,1464
"global","patient_1244","HLA-DPB1",NA,NA,NA,1879,1464
"global","patient_1244","HLA-DQB1",NA,NA,NA,1879,1464
"global","patient_1244","HLA-DQA1",NA,NA,NA,1879,1464
"global","patient_1244","HSP90AB1",1852.21215829438,2310.88290228631,0.319117517296913,1879,1464
